time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),,,
2014-08-07T13:13:28.60Z,46.3854006,17.7321863,422.793,-6.14,13.68,3.81,3.591,5.542,1.03,3,8
2014-08-07T13:13:28.80Z,46.3853895,17.7322227,421.913,-5.83,13.62,3.90,3.588,5.539,0.95,3,8
2014-08-07T13:13:29.00Z,46.3853783,17.7322588,421.082,-5.64,13.66,3.99,3.587,5.540,1.04,3,8
2014-08-07T13:13:29.20Z,46.3853681,17.7322946,420.227,-5.37,13.61,4.13,3.587,5.546,1.11,3,8
2014-08-07T13:13:29.40Z,46.3853585,17.7323302,419.331,-5.33,13.70,4.19,3.584,5.550,1.10,3,8
2014-08-07T13:13:29.60Z,46.3853483,17.7323661,418.443,-5.43,13.77,4.29,3.581,5.543,1.04,3,8
2014-08-07T13:13:29.80Z,46.3853383,17.7324022,417.618,-5.33,13.73,4.21,3.578,5.540,1.07,3,8
2014-08-07T13:13:30.00Z,46.3853288,17.7324383,416.594,-5.12,13.43,4.24,3.575,5.536,1.04,3,8
2014-08-07T13:13:30.20Z,46.3853189,17.7324746,415.712,-5.35,13.87,4.39,3.572,5.529,1.00,3,8
2014-08-07T13:13:30.40Z,46.3853090,17.7325111,414.804,-5.45,13.89,4.24,3.568,5.521,1.00,3,8
2014-08-07T13:13:30.60Z,46.3852996,17.7325476,413.997,-5.32,13.96,4.30,3.571,5.517,1.02,3,8
2014-08-07T13:13:30.80Z,46.3852903,17.7325840,413.176,-5.24,13.92,4.33,3.575,5.514,1.02,3,8
2014-08-07T13:13:31.00Z,46.3852806,17.7326205,412.401,-5.27,13.92,4.15,3.577,5.512,1.06,3,8
2014-08-07T13:13:31.20Z,46.3852709,17.7326568,411.565,-5.23,13.66,4.22,3.578,5.508,1.03,3,8
2014-08-07T13:13:31.40Z,46.3852615,17.7326927,410.712,-5.06,13.56,4.24,3.580,5.505,1.02,3,8
2014-08-07T13:13:31.60Z,46.3852518,17.7327289,409.833,-5.30,13.75,4.22,3.579,5.505,1.11,3,8
2014-08-07T13:13:31.80Z,46.3852424,17.7327655,409.028,-5.26,14.04,4.30,3.580,5.505,1.11,3,8
2014-08-07T13:13:32.00Z,46.3852333,17.7328024,408.241,-5.08,14.19,4.34,3.582,5.509,1.11,3,8
2014-08-07T13:13:32.20Z,46.3852240,17.7328394,407.343,-5.17,14.10,4.37,3.586,5.519,1.17,3,8
2014-08-07T13:13:32.40Z,46.3852153,17.7328756,406.745,-4.84,14.15,4.24,3.587,5.525,1.11,3,8
2014-08-07T13:13:32.60Z,46.3852067,17.7329120,406.181,-4.86,14.20,4.03,3.588,5.531,1.11,3,8
2014-08-07T13:13:32.80Z,46.3851987,17.7329479,405.485,-4.52,13.83,4.02,3.585,5.536,1.07,3,8
2014-08-07T13:13:33.00Z,46.3851909,17.7329837,404.652,-4.32,13.60,4.02,3.582,5.534,0.95,3,8
2014-08-07T13:13:33.20Z,46.3851837,17.7330189,403.848,-3.91,13.38,3.99,3.580,5.535,0.95,3,8
2014-08-07T13:13:33.40Z,46.3851765,17.7330535,403.039,-3.99,13.34,4.12,3.580,5.532,1.00,3,8
2014-08-07T13:13:33.60Z,46.3851690,17.7330882,402.216,-4.16,13.35,4.13,3.581,5.531,1.04,3,8
2014-08-07T13:13:33.80Z,46.3851612,17.7331232,401.392,-4.23,13.49,4.14,3.583,5.530,1.07,3,8
2014-08-07T13:13:34.00Z,46.3851539,17.7331587,400.598,-3.99,13.70,4.05,3.587,5.545,1.20,3,8
2014-08-07T13:13:34.20Z,46.3851468,17.7331936,399.831,-3.72,13.31,4.15,3.591,5.549,1.03,3,8
2014-08-07T13:13:34.40Z,46.3851398,17.7332287,399.234,-3.74,13.74,4.18,3.593,5.549,1.02,3,8
2014-08-07T13:13:34.60Z,46.3851328,17.7332641,398.493,-3.78,13.48,4.13,3.587,5.539,0.97,3,8
2014-08-07T13:13:34.80Z,46.3851258,17.7332983,397.747,-3.77,13.21,4.26,3.580,5.544,1.08,3,8
2014-08-07T13:13:35.00Z,46.3851188,17.7333327,396.904,-3.72,13.26,4.40,3.574,5.550,1.08,3,8
2014-08-07T13:13:35.20Z,46.3851119,17.7333672,396.066,-3.73,13.36,4.43,3.568,5.556,1.08,3,8
2014-08-07T13:13:35.40Z,46.3851050,17.7334022,395.165,-3.69,13.58,4.56,3.566,5.564,1.11,3,8
2014-08-07T13:13:35.60Z,46.3850981,17.7334373,394.213,-3.66,13.60,4.69,3.565,5.564,1.11,3,8
2014-08-07T13:13:35.80Z,46.3850911,17.7334723,393.387,-3.80,13.70,4.69,3.566,5.566,1.11,3,8
2014-08-07T13:13:36.00Z,46.3850838,17.7335082,392.377,-3.93,13.95,4.74,3.570,5.569,1.14,3,8
2014-08-07T13:13:36.20Z,46.3850760,17.7335447,391.324,-4.16,14.18,4.89,3.580,5.571,1.09,3,8
2014-08-07T13:13:36.40Z,46.3850683,17.7335811,390.424,-4.10,14.27,4.80,3.589,5.573,1.09,3,8
2014-08-07T13:13:36.60Z,46.3850605,17.7336180,389.455,-4.24,14.28,4.74,3.603,5.577,1.11,3,8
2014-08-07T13:13:36.80Z,46.3850527,17.7336551,388.624,-4.27,14.30,4.41,3.618,5.580,1.11,3,8
2014-08-07T13:13:37.00Z,46.3850447,17.7336926,387.730,-4.32,14.52,4.27,3.629,5.582,1.10,3,8
2014-08-07T13:13:37.20Z,46.3850372,17.7337298,386.919,-4.09,14.47,4.19,3.639,5.584,1.10,3,8
2014-08-07T13:13:37.40Z,46.3850293,17.7337674,386.151,-4.36,14.48,3.90,3.650,5.592,1.10,3,8
2014-08-07T13:13:37.60Z,46.3850213,17.7338063,385.370,-4.42,14.83,3.53,3.661,5.602,1.10,3,8
2014-08-07T13:13:37.80Z,46.3850136,17.7338450,384.660,-4.20,14.75,3.29,3.670,5.613,1.12,3,8
2014-08-07T13:13:38.00Z,46.3850069,17.7338826,384.022,-3.71,14.63,3.21,3.680,5.628,1.26,3,8
2014-08-07T13:13:38.20Z,46.3850012,17.7339202,383.353,-3.22,14.43,3.09,3.684,5.630,1.10,3,8
2014-08-07T13:13:38.40Z,46.3849955,17.7339582,382.660,-3.08,14.65,3.16,3.688,5.644,1.16,3,8
2014-08-07T13:13:38.60Z,46.3849903,17.7339972,382.030,-2.87,15.14,3.18,3.693,5.665,1.23,3,8
2014-08-07T13:13:38.80Z,46.3849859,17.7340356,381.371,-2.41,14.38,3.22,3.696,5.672,1.08,3,8
2014-08-07T13:13:39.00Z,46.3849828,17.7340722,380.707,-1.62,13.69,3.38,3.691,5.668,0.97,3,8
2014-08-07T13:13:39.20Z,46.3849803,17.7341089,380.007,-1.39,14.32,3.52,3.679,5.674,1.09,3,8
2014-08-07T13:13:39.40Z,46.3849780,17.7341460,379.276,-1.16,14.13,3.74,3.665,5.671,1.01,3,8
2014-08-07T13:13:39.60Z,46.3849768,17.7341825,378.566,-0.63,13.99,3.84,3.651,5.675,1.07,3,8
2014-08-07T13:13:39.80Z,46.3849763,17.7342183,377.769,-0.24,13.87,3.96,3.633,5.682,1.09,3,8
2014-08-07T13:13:40.00Z,46.3849764,17.7342540,376.923,0.17,13.76,4.11,3.623,5.693,1.11,3,8
2014-08-07T13:13:40.20Z,46.3849773,17.7342892,376.039,0.58,13.49,4.29,3.614,5.703,1.09,3,8
2014-08-07T13:13:40.40Z,46.3849789,17.7343244,375.106,0.91,13.54,4.39,3.603,5.703,1.08,3,8
2014-08-07T13:13:40.60Z,46.3849811,17.7343592,374.155,1.21,13.34,4.48,3.594,5.696,1.08,3,8
2014-08-07T13:13:40.80Z,46.3849839,17.7343931,373.307,1.38,13.12,4.51,3.576,5.680,1.07,3,8
2014-08-07T13:13:41.00Z,46.3849871,17.7344268,372.430,1.60,13.16,4.54,3.558,5.665,1.07,3,8
2014-08-07T13:13:41.20Z,46.3849906,17.7344604,371.562,1.72,13.07,4.42,3.541,5.640,1.06,3,8
2014-08-07T13:13:41.40Z,46.3849943,17.7344939,370.658,1.93,13.12,4.45,3.524,5.619,1.08,3,8
2014-08-07T13:13:41.60Z,46.3849987,17.7345276,369.744,2.27,12.97,4.31,3.501,5.596,1.06,3,8
2014-08-07T13:13:41.80Z,46.3850038,17.7345614,368.875,2.74,12.95,4.14,3.472,5.572,1.14,3,8
2014-08-07T13:13:42.00Z,46.3850090,17.7345943,367.958,2.87,12.53,4.20,3.457,5.553,1.10,3,8
2014-08-07T13:13:42.20Z,46.3850141,17.7346265,366.858,2.97,12.26,4.55,3.439,5.528,1.11,3,8
2014-08-07T13:13:42.40Z,46.3850203,17.7346585,365.825,3.43,12.30,4.63,3.429,5.513,1.21,3,8
2014-08-07T13:13:42.60Z,46.3850273,17.7346897,364.724,3.88,12.05,4.81,3.422,5.492,1.22,3,8
2014-08-07T13:13:42.80Z,46.3850349,17.7347208,363.592,4.34,11.87,5.15,3.423,5.474,1.32,3,8
2014-08-07T13:13:43.00Z,46.3850432,17.7347512,362.430,4.76,11.55,5.50,3.423,5.454,1.33,3,8
2014-08-07T13:13:43.20Z,46.3850526,17.7347797,361.300,5.21,10.90,5.54,3.411,5.431,1.20,3,8
2014-08-07T13:13:43.40Z,46.3850627,17.7348069,360.037,5.68,10.42,5.91,3.395,5.397,1.16,3,8
2014-08-07T13:13:43.60Z,46.3850742,17.7348328,358.709,6.46,9.81,6.21,3.379,5.366,1.16,3,8
2014-08-07T13:13:43.80Z,46.3850868,17.7348563,357.329,6.99,8.98,6.51,3.368,5.337,1.24,3,8
2014-08-07T13:13:44.00Z,46.3851005,17.7348776,355.852,7.59,8.25,6.76,3.363,5.299,1.25,3,8
2014-08-07T13:13:44.20Z,46.3851151,17.7348980,354.204,8.28,7.95,7.13,3.359,5.259,1.25,3,8
2014-08-07T13:13:44.40Z,46.3851306,17.7349174,352.533,8.76,7.28,7.60,3.337,5.182,1.15,3,8
2014-08-07T13:13:44.60Z,46.3851467,17.7349352,350.918,9.00,6.38,7.92,3.312,5.091,1.14,3,8
2014-08-07T13:13:44.80Z,46.3851634,17.7349490,349.114,9.52,5.28,8.08,3.291,5.016,1.14,3,8
2014-08-07T13:13:45.00Z,46.3851812,17.7349625,347.609,9.70,4.66,8.29,3.282,4.956,1.16,3,8
2014-08-07T13:13:45.20Z,46.3851994,17.7349725,345.836,10.10,3.72,8.39,3.279,4.909,1.17,3,8
2014-08-07T13:13:45.40Z,46.3852181,17.7349793,344.068,10.52,2.68,8.23,3.275,4.861,1.12,3,8
2014-08-07T13:13:45.60Z,46.3852377,17.7349847,342.344,10.76,2.09,8.24,3.266,4.808,1.08,3,8
2014-08-07T13:13:45.80Z,46.3852570,17.7349879,340.448,10.86,1.25,8.35,3.262,4.765,1.11,3,8
2014-08-07T13:13:46.00Z,46.3852770,17.7349889,338.627,11.11,0.53,8.34,3.259,4.721,1.07,3,8
2014-08-07T13:13:46.20Z,46.3852973,17.7349888,336.900,11.17,-0.08,8.39,3.256,4.684,1.12,3,8
2014-08-07T13:13:46.40Z,46.3853177,17.7349871,335.203,11.15,-0.74,8.36,3.257,4.650,1.15,3,8
2014-08-07T13:13:46.60Z,46.3853378,17.7349837,333.558,11.13,-1.26,8.22,3.259,4.636,1.16,3,8
2014-08-07T13:13:46.80Z,46.3853582,17.7349779,331.862,11.34,-2.08,7.93,3.268,4.643,1.25,3,8
2014-08-07T13:13:47.00Z,46.3853774,17.7349724,330.197,10.84,-2.05,7.79,3.257,4.665,1.10,3,8
2014-08-07T13:13:47.20Z,46.3853984,17.7349655,328.862,11.80,-2.60,7.70,3.226,4.663,0.98,3,8
2014-08-07T13:13:47.40Z,46.3854199,17.7349577,327.461,11.88,-2.83,7.50,3.204,4.659,1.09,3,8
2014-08-07T13:13:47.60Z,46.3854418,17.7349493,326.049,12.34,-3.26,7.54,3.205,4.689,1.24,3,8
2014-08-07T13:13:47.80Z,46.3854640,17.7349402,324.798,12.44,-3.49,7.44,3.205,4.715,1.22,3,8
2014-08-07T13:13:48.00Z,46.3854860,17.7349301,323.590,12.32,-3.86,7.44,3.206,4.743,1.23,3,8
2014-08-07T13:13:48.20Z,46.3855081,17.7349196,322.393,12.32,-4.03,7.34,3.213,4.773,1.26,3,8
2014-08-07T13:13:48.40Z,46.3855304,17.7349080,321.206,12.49,-4.43,7.07,3.227,4.837,1.32,3,8
2014-08-07T13:13:48.60Z,46.3855529,17.7348967,320.072,12.53,-4.32,6.89,3.245,4.906,1.34,3,8
2014-08-07T13:13:48.80Z,46.3855754,17.7348866,318.959,12.65,-3.98,6.76,3.257,4.972,1.33,3,8
2014-08-07T13:13:49.00Z,46.3855982,17.7348763,317.723,12.81,-4.06,7.03,3.264,5.039,1.32,3,8
2014-08-07T13:13:49.20Z,46.3856210,17.7348646,316.368,12.70,-4.44,7.17,3.273,5.110,1.32,3,8
2014-08-07T13:13:49.40Z,46.3856435,17.7348523,314.997,12.41,-4.53,7.36,3.280,5.182,1.33,3,8
2014-08-07T13:13:49.60Z,46.3856664,17.7348387,313.652,12.57,-4.94,7.25,3.286,5.255,1.32,3,8
2014-08-07T13:13:49.80Z,46.3856894,17.7348258,312.556,12.54,-4.67,7.06,3.292,5.325,1.31,3,8
2014-08-07T13:13:50.00Z,46.3857123,17.7348136,311.236,12.84,-4.59,7.04,3.296,5.392,1.30,3,8
2014-08-07T13:13:50.20Z,46.3857358,17.7348023,309.958,13.26,-4.57,7.01,3.306,5.458,1.33,3,8
2014-08-07T13:13:50.40Z,46.3857594,17.7347915,308.789,13.39,-4.39,6.91,3.308,5.512,1.31,3,8
2014-08-07T13:13:50.60Z,46.3857827,17.7347815,307.700,13.30,-4.38,6.73,3.310,5.561,1.31,3,8
2014-08-07T13:13:50.80Z,46.3858055,17.7347713,306.455,13.18,-4.27,6.58,3.305,5.606,1.26,3,8
2014-08-07T13:13:51.00Z,46.3858280,17.7347626,305.242,13.37,-3.91,6.38,3.299,5.645,1.25,3,8
2014-08-07T13:13:51.20Z,46.3858512,17.7347532,304.233,13.28,-3.81,6.17,3.296,5.681,1.26,3,8
2014-08-07T13:13:51.40Z,46.3858750,17.7347454,303.156,13.88,-3.47,5.99,3.297,5.704,1.30,3,8
2014-08-07T13:13:51.60Z,46.3858998,17.7347378,301.939,14.35,-3.34,5.92,3.297,5.716,1.29,3,8
2014-08-07T13:13:51.80Z,46.3859244,17.7347308,300.685,14.16,-3.11,5.86,3.297,5.721,1.29,3,8
2014-08-07T13:13:52.00Z,46.3859495,17.7347229,299.634,14.05,-3.02,5.74,3.297,5.718,1.29,3,8
2014-08-07T13:13:52.20Z,46.3859746,17.7347161,298.450,14.36,-2.86,5.67,3.297,5.710,1.29,3,8
2014-08-07T13:13:52.40Z,46.3860000,17.7347089,297.290,14.51,-3.00,5.53,3.296,5.696,1.29,3,8
2014-08-07T13:13:52.60Z,46.3860250,17.7347023,296.193,14.44,-2.96,5.37,3.296,5.681,1.30,3,8
2014-08-07T13:13:52.80Z,46.3860494,17.7346952,295.132,14.05,-3.11,5.34,3.299,5.669,1.31,3,8
2014-08-07T13:13:53.00Z,46.3860740,17.7346880,293.959,14.00,-3.05,5.44,3.306,5.660,1.34,3,8
2014-08-07T13:13:53.20Z,46.3860984,17.7346805,292.738,13.77,-3.01,5.54,3.320,5.648,1.35,3,8
2014-08-07T13:13:53.40Z,46.3861220,17.7346719,291.535,13.46,-3.63,5.42,3.336,5.666,1.34,3,8
2014-08-07T13:13:53.60Z,46.3861456,17.7346628,290.348,13.37,-3.59,5.36,3.353,5.689,1.34,3,8
2014-08-07T13:13:53.80Z,46.3861690,17.7346539,289.107,13.26,-3.63,5.62,3.368,5.714,1.34,3,8
2014-08-07T13:13:54.00Z,46.3861914,17.7346458,287.638,13.00,-3.43,5.92,3.377,5.714,1.28,3,8
2014-08-07T13:13:54.20Z,46.3862130,17.7346373,286.207,12.47,-3.59,6.10,3.384,5.712,1.27,3,8
2014-08-07T13:13:54.40Z,46.3862341,17.7346289,284.712,12.34,-3.64,6.32,3.395,5.713,1.29,3,8
2014-08-07T13:13:54.60Z,46.3862550,17.7346204,283.116,12.20,-3.60,6.56,3.407,5.713,1.29,3,8
2014-08-07T13:13:54.80Z,46.3862761,17.7346119,281.533,12.22,-3.76,6.95,3.425,5.719,1.34,3,8
2014-08-07T13:13:55.00Z,46.3862953,17.7346039,279.709,10.94,-3.18,6.93,3.453,5.724,1.40,3,8
2014-08-07T13:13:55.20Z,46.3863118,17.7345966,277.760,9.63,-2.98,6.92,3.476,5.727,1.37,3,8
2014-08-07T13:13:55.40Z,46.3863284,17.7345910,275.571,9.60,-2.41,7.44,3.499,5.726,1.45,3,8
2014-08-07T13:13:55.60Z,46.3863497,17.7345849,273.568,12.03,-2.94,8.62,3.524,5.727,1.43,3,8
2014-08-07T13:13:55.80Z,46.3863731,17.7345773,271.524,13.20,-3.10,9.31,3.548,5.728,1.41,3,8
2014-08-07T13:13:56.00Z,46.3863971,17.7345688,269.499,13.55,-3.46,9.85,3.572,5.729,1.40,3,8
2014-08-07T13:13:56.20Z,46.3864216,17.7345608,267.166,13.91,-3.20,10.11,3.596,5.733,1.42,3,8
2014-08-07T13:13:56.40Z,46.3864452,17.7345519,265.055,13.42,-3.78,10.32,3.617,5.759,1.40,3,8
2014-08-07T13:13:56.60Z,46.3864684,17.7345426,262.847,13.14,-3.96,10.63,3.631,5.786,1.39,3,8
2014-08-07T13:13:56.80Z,46.3864911,17.7345330,260.583,12.99,-4.14,10.63,3.638,5.761,1.31,3,8
2014-08-07T13:13:57.00Z,46.3865139,17.7345234,258.485,13.11,-4.07,10.41,3.648,5.744,1.30,3,8
2014-08-07T13:13:57.20Z,46.3865368,17.7345139,256.369,13.24,-4.16,10.32,3.654,5.742,1.31,3,8
2014-08-07T13:13:57.40Z,46.3865590,17.7345032,254.302,12.84,-4.63,9.95,3.661,5.734,1.31,3,8
2014-08-07T13:13:57.60Z,46.3865812,17.7344917,252.043,12.84,-4.91,10.01,3.673,5.727,1.32,3,8
2014-08-07T13:13:57.80Z,46.3866064,17.7344846,249.515,14.77,-3.09,10.05,3.689,5.721,1.34,3,8
2014-08-07T13:13:58.00Z,46.3866293,17.7344743,247.347,13.35,-4.38,10.12,3.710,5.729,1.35,3,8
2014-08-07T13:13:58.20Z,46.3866509,17.7344621,245.153,12.67,-5.13,9.97,3.731,5.737,1.33,3,8
2014-08-07T13:13:58.40Z,46.3866721,17.7344504,242.941,12.46,-4.94,9.82,3.740,5.742,1.32,3,8
2014-08-07T13:13:58.60Z,46.3866939,17.7344399,240.753,12.78,-4.60,9.70,3.738,5.746,1.31,3,8
2014-08-07T13:13:58.80Z,46.3867170,17.7344334,238.632,13.70,-3.02,10.37,3.719,5.758,1.30,3,8
2014-08-07T13:13:59.00Z,46.3867407,17.7344275,236.423,14.13,-2.89,10.49,3.695,5.779,1.30,3,8
2014-08-07T13:13:59.20Z,46.3867653,17.7344223,234.204,14.45,-2.61,10.60,3.675,5.798,1.31,3,8
2014-08-07T13:13:59.40Z,46.3867904,17.7344175,231.929,14.64,-2.38,10.73,3.657,5.816,1.31,3,8
2014-08-07T13:13:59.60Z,46.3868158,17.7344132,229.613,14.78,-2.20,10.75,3.640,5.835,1.31,3,8
2014-08-07T13:13:59.80Z,46.3868416,17.7344098,227.368,14.99,-1.78,10.55,3.623,5.853,1.31,3,8
2014-08-07T13:14:00.00Z,46.3868681,17.7344069,225.067,15.40,-1.64,10.42,3.608,5.870,1.30,3,8
2014-08-07T13:14:00.20Z,46.3868947,17.7344049,222.802,15.40,-1.28,10.24,3.591,5.866,1.30,3,8
2014-08-07T13:14:00.40Z,46.3869214,17.7344037,220.561,15.35,-0.97,10.09,3.574,5.862,1.29,3,8
2014-08-07T13:14:00.60Z,46.3869480,17.7344033,218.346,15.43,-0.63,10.11,3.559,5.857,1.29,3,8
2014-08-07T13:14:00.80Z,46.3869743,17.7344029,216.254,15.39,-0.59,9.97,3.544,5.851,1.29,3,8
2014-08-07T13:14:01.00Z,46.3870008,17.7344025,214.051,15.44,-0.54,9.97,3.528,5.851,1.27,3,8
2014-08-07T13:14:01.20Z,46.3870278,17.7344030,211.838,15.50,-0.43,9.85,3.513,5.847,1.26,3,8
2014-08-07T13:14:01.40Z,46.3870546,17.7344038,209.695,15.49,-0.09,9.84,3.501,5.843,1.27,3,8
2014-08-07T13:14:01.60Z,46.3870817,17.7344045,207.584,15.64,-0.14,9.84,3.494,5.847,1.30,3,8
2014-08-07T13:14:01.80Z,46.3871089,17.7344055,205.435,15.52,-0.07,9.59,3.492,5.846,1.34,3,8
2014-08-07T13:14:02.00Z,46.3871358,17.7344065,203.355,15.61,0.13,9.45,3.490,5.844,1.32,3,8
2014-08-07T13:14:02.20Z,46.3871623,17.7344069,201.070,15.50,0.01,9.53,3.484,5.793,1.32,3,8
2014-08-07T13:14:02.40Z,46.3871888,17.7344070,198.903,15.65,-0.05,9.57,3.479,5.773,1.32,3,8
2014-08-07T13:14:02.60Z,46.3872100,17.7344079,195.786,12.97,0.59,9.13,3.469,5.775,1.26,3,8
2014-08-07T13:14:02.80Z,46.3872320,17.7344085,192.946,13.26,0.27,9.13,3.456,5.754,1.25,3,8
2014-08-07T13:14:03.00Z,46.3872531,17.7344100,190.106,12.35,0.52,9.18,3.443,5.750,1.24,3,8
2014-08-07T13:14:03.20Z,46.3872750,17.7344120,187.324,12.72,0.27,9.36,3.428,5.748,1.23,3,8
2014-08-07T13:14:03.40Z,46.3872966,17.7344135,184.425,12.25,0.19,9.53,3.406,5.724,1.18,3,8
2014-08-07T13:14:03.60Z,46.3873185,17.7344139,181.611,12.66,-0.08,9.92,3.388,5.711,1.22,3,8
2014-08-07T13:14:03.80Z,46.3873407,17.7344146,178.771,12.62,0.10,10.30,3.368,5.691,1.19,3,8
2014-08-07T13:14:04.00Z,46.3873629,17.7344140,176.305,13.05,-0.07,10.47,3.360,5.719,1.25,3,8
2014-08-07T13:14:04.20Z,46.3873862,17.7344092,174.072,13.53,-1.62,9.26,3.350,5.690,1.21,3,8
2014-08-07T13:14:04.40Z,46.3874136,17.7344024,172.186,16.20,-3.07,8.34,3.338,5.638,1.24,3,8
2014-08-07T13:14:04.60Z,46.3874412,17.7343951,170.064,16.26,-3.36,7.90,3.328,5.593,1.33,3,8
2014-08-07T13:14:04.80Z,46.3874700,17.7343891,167.350,16.67,-2.37,8.13,3.329,5.557,1.42,3,8
2014-08-07T13:14:05.00Z,46.3875000,17.7343858,165.411,17.26,-1.94,8.42,3.321,5.490,1.32,3,8
2014-08-07T13:14:05.20Z,46.3875300,17.7343826,163.502,17.48,-1.90,8.88,3.316,5.471,1.32,3,8
2014-08-07T13:14:05.40Z,46.3875577,17.7343820,161.948,15.46,-0.04,8.51,3.321,5.480,1.29,3,8
2014-08-07T13:14:05.60Z,46.3875838,17.7343809,160.380,14.76,-0.64,7.72,3.326,5.473,1.28,3,8
2014-08-07T13:14:05.80Z,46.3876101,17.7343793,159.376,14.96,-0.74,6.38,3.343,5.510,1.31,3,8
2014-08-07T13:14:06.00Z,46.3876352,17.7343779,158.753,14.32,-0.70,5.34,3.348,5.532,1.22,3,8
2014-08-07T13:14:06.20Z,46.3876576,17.7343750,158.352,12.63,-1.34,4.18,3.354,5.550,1.12,3,8
2014-08-07T13:14:06.40Z,46.3876799,17.7343730,158.025,13.01,-0.95,3.70,3.374,5.577,1.25,3,8
2014-08-07T13:14:06.60Z,46.3877025,17.7343729,157.436,12.59,-0.21,3.36,3.407,5.618,1.39,3,8
2014-08-07T13:14:06.80Z,46.3877234,17.7343739,156.850,11.86,0.13,3.41,3.436,5.649,1.34,3,8
2014-08-07T13:14:07.00Z,46.3877425,17.7343745,156.466,10.61,0.09,2.94,3.483,5.689,1.53,3,8
2014-08-07T13:14:07.20Z,46.3877587,17.7343744,156.443,9.50,-0.24,2.43,3.507,5.739,1.34,3,8
2014-08-07T13:14:07.40Z,46.3877743,17.7343750,156.158,9.00,-0.08,2.34,3.513,5.795,1.11,3,8
2014-08-07T13:14:07.60Z,46.3877892,17.7343752,155.858,8.32,-0.29,2.04,3.508,5.822,1.11,3,8
2014-08-07T13:14:07.80Z,46.3878023,17.7343753,155.682,7.33,-0.27,1.73,3.511,5.835,1.26,3,8
2014-08-07T13:14:08.00Z,46.3878139,17.7343751,155.288,6.69,-0.37,1.88,3.524,5.854,1.31,3,8
2014-08-07T13:14:08.20Z,46.3878265,17.7343753,155.187,7.42,-0.32,1.28,3.536,5.881,1.30,3,8
2014-08-07T13:14:08.40Z,46.3878360,17.7343733,155.022,5.35,-0.58,1.06,3.556,5.928,1.38,3,8
2014-08-07T13:14:08.60Z,46.3878413,17.7343739,154.878,3.48,0.17,0.93,3.552,5.956,1.32,3,8
2014-08-07T13:14:08.80Z,46.3878452,17.7343728,154.558,2.58,-0.67,1.07,3.562,5.998,1.38,3,8
2014-08-07T13:14:09.00Z,46.3878525,17.7343732,154.701,4.67,-0.16,0.78,3.552,6.038,1.06,3,8
2014-08-07T13:14:09.20Z,46.3878597,17.7343719,154.830,4.18,-0.54,0.32,3.550,6.074,1.18,3,8
2014-08-07T13:14:09.40Z,46.3878625,17.7343706,154.748,1.71,-0.06,0.41,3.506,6.017,1.02,3,8
2014-08-07T13:14:09.60Z,46.3878642,17.7343718,154.721,1.52,0.63,0.41,3.463,5.976,1.05,3,8
2014-08-07T13:14:09.80Z,46.3878654,17.7343727,154.791,1.01,0.37,0.27,3.446,5.949,1.16,3,8
2014-08-07T13:14:10.00Z,46.3878655,17.7343722,154.949,0.33,-0.27,0.00,3.407,5.818,1.25,3,8
2014-08-07T13:14:10.20Z,46.3878650,17.7343714,154.860,0.62,-0.41,-0.04,3.351,5.714,0.81,3,8
2014-08-07T13:14:10.40Z,46.3878653,17.7343701,154.867,1.26,0.04,0.19,3.319,5.681,0.99,3,8
2014-08-07T13:14:10.60Z,46.3878648,17.7343697,154.477,0.03,0.22,0.88,3.316,5.662,1.33,3,8
2014-08-07T13:14:10.80Z,46.3878635,17.7343684,154.398,-0.01,-0.05,0.47,3.292,5.661,1.37,3,8
2014-08-07T13:14:11.00Z,46.3878617,17.7343653,154.332,-0.17,-0.61,0.39,3.260,5.608,0.93,3,8
2014-08-07T13:14:11.20Z,46.3878614,17.7343638,154.151,0.16,-0.36,0.31,3.271,5.612,1.18,3,8
2014-08-07T13:14:11.40Z,46.3878609,17.7343632,154.135,0.09,-0.04,0.37,3.290,5.632,1.39,3,8
2014-08-07T13:14:11.60Z,46.3878607,17.7343621,154.167,0.29,-0.27,0.23,3.305,5.656,1.10,3,8
2014-08-07T13:14:11.80Z,46.3878603,17.7343613,154.223,0.25,-0.14,0.29,3.328,5.709,1.23,3,8
2014-08-07T13:14:12.00Z,46.3878603,17.7343603,154.287,0.28,-0.35,0.25,3.378,5.768,1.33,3,8
2014-08-07T13:14:12.20Z,46.3878603,17.7343594,154.170,0.27,-0.21,0.47,3.431,5.800,1.43,3,8
2014-08-07T13:14:12.40Z,46.3878598,17.7343583,154.189,-0.02,-0.19,0.34,3.462,5.847,1.47,3,8
2014-08-07T13:14:12.60Z,46.3878589,17.7343569,154.437,0.00,-0.17,0.19,3.470,5.868,1.36,3,8
2014-08-07T13:14:12.80Z,46.3878586,17.7343554,154.709,0.62,-0.30,0.22,3.446,5.808,0.87,3,8
2014-08-07T13:14:13.00Z,46.3878582,17.7343540,154.886,0.70,-0.53,0.33,3.435,5.774,0.91,3,8
2014-08-07T13:14:13.20Z,46.3878574,17.7343522,155.155,0.25,-0.30,0.25,3.428,5.771,1.26,3,8
2014-08-07T13:14:13.40Z,46.3878563,17.7343519,155.303,-0.40,-0.04,0.07,3.446,5.786,1.34,3,8
